15	1.14	0.36	2.69	1	3	264	18	0.37	19	37	0.33	0.035	28	0	1117	0	4.2
32	3.04	0.31	6.28	3.3	23	278	32	0.72	19	57	0.63	0.07	41	0	141	0	16
35	2.38	0.41	7.18	3.3	262	293	40	0.67	21	67	0.45	0.063	108	0	1548	0	141.1
22	2.4	0.22	4.11	2	240	224	23	0.91	14	54	0.6	0.162	149	0	1006	0	50.6
20	0.72	0.07	4.9	1.1	1	230	15	0.57	9	30	0.23	0.031	9	0	4992	0	0.8
44	1.68	0.18	9.96	2	77	305	16	0.79	23	38	0.35	0.027	80	0	35	0	0.2
160	2	14.66	8.53	6.7	7	485	12	0.55	29	52	0.64	0.067	81	0	146	0	21
28	2.17	0.47	5.29	2.2	2	356	6	1.74	12	87	0.87	0.073	18	0	0	0.2	0
29	3.28	0.58	4.44	2.2	11	437	3	0.4	13	135	0.65	0.072	19	0	0	0.3	0
22	3.09	0.34	3.26	1	5	318	3	0.5	9	86	0.52	0.081	16	0.04	0	0.2	0
115	0.84	10.68	6.26	3.2	872	8	88	3.3	4	3	0.22	0.003	0	0	403	0	1.4
52	0.26	0.17	13.81	2.4	1	107	6	0.12	5	11	0.04	0.017	3	0	36	0	2.2
58	0.38	0.12	15.46	3.1	1	119	9	0.17	7	11	0.1	0.012	7	0	23	0	4.5
39	0.91	0.25	9.54	1.5	0	190	6	0.25	9	20	0.17	0.024	4	0	326	0	2.6
44	1.06	0.32	10.55	1.7	0	201	6	0.28	9	26	0.17	0.034	5	0	332	0	2.2
48	1.4	0.39	11.12	2	1	259	13	0.39	10	23	0.2	0.03	9	0	1926	0	3.3
46	0.7	0.28	11.42	1.4	0	157	6	0.17	7	16	0.1	0.028	5	0	345	0	6.4
50	1	0.3	12.18	1.6	3	173	16	0.32	9	15	0.1	0.03	8	0	1283	0	2.1
63	1.06	0.2	16.01	2.1	0	222	13	0.36	11	21	0.07	0.027	4	0	64	0	2.1
57	0.4	0.1	15.3	1.9	4	197	11	0.7	8		0.04	0.02	3	0	40	0	
30	0.61	0.15	7.55	0.4	1	112	7	0.24	10	11	0.1	0.033	3	0	569	0	0.1
34	0.84	0.19	8.16	0.9	16	267	9	0.21	12	15	0.18	0.041	21	0.4	3382	0	2.5
69	0.72	0.16	18.1	3.9	1	203	37	0.26	14	24	0.11	0	2		67	0	
47	0.94	0.12	11.75	2.4	0	181	40	0.1	10	14	0.07	0.087	30	0.5	225	0	0
53	0.81	0.31	13.34	1.8	2	166	37	0.15	12	20	0.07	0.058	16	0	681	0	0
47	0.85	0.15	12.02	1.7	1	177	30	0.14	10	21	0.06	0.086	24		0	0	0
65	0.51	0.27	17	1.8	2	156	10	0.13	9	11	0.04	0.058	14	0	765	0	4.2
32	0.63	0.1	8.08	1.1	0	139	12	0.09	8	8	0.07	0.036	10	0	927	0	0
38	0.76	0.04	9.62	1	1	216	4	0.11	6	17	0.08	0.034		0	8	0	
61	1.14	0.52	14.66	3	3	312	34	0.31	17	34	0.14	0.027	25	0	87	0	40.3
89	1.09	0.33	22.84	2.6	1	358	5	0.26	27	22	0.15	0.031	20	0	64	0	0.5
50	0.54	0.12	13.12	1.4	1	109	13	0.29	12	8	0.12	0.079	18	0	58	0	0.7
32	0.67	0.3	7.68	2	1	153	16	0.41	13	24	0.14	0.024	24	0	12	0	2.2
57	0.74	0.33	14.49	2.4	1	77	6	0.28	6	12	0.16	0.037	6	0	54	0	19.3
43	1.39	0.49	9.61	5.3	1	162	29	0.52	20	22	0.53	0.02	25	0	214	0	19.8
52	1.2	0.65	11.94	6.5	1	151	25	0.69	22	29	0.42	0.032	21	0	33	0	7.8
56	1.4	0.2	13.8	4.3	1	275	33	1	13	44	0.23	0.04	8	0	42	0	11
63	1.4	0.41	15.38		2	322	55	1.54	24	59	0.27	0.05		0	230	0	
46	0.39	0.13	12.2	4.6	2	85	8	0.25	6	13	0.1	0.012	1	0	60	0	5.1
101	1.7	0.6	25.2	2.4	3	236	10	0.3	12	36		0.08	38	0	0	0	16.4
282	2.45	0.39	75.03	8	2	656	39	1.02	43	62	0.29	0.052	19	0	10	0	2.7
249	3.3	0.93	63.87	9.8	10	680	162	2.03	68	67	0.55	0.085	9	0	10	0	15.6
302	3.39	0.46	79.52	4	12	746	53	1.79	35	115	0.32	0.008	3	0	0	0	3.5
241	3.39	0.51	62.64	7.3	10	1162	55	2.66	32	71	0.39	0.015	10	0	3604	0	3.1
240	2.18	0.38	63.88	7.1	2	732	43	0.93	41	69	0.44	0.051	4	0	781	0	59.5
628	14.95	60.75	16.7	9.7	0	680	114	4.7	163	290	2.45	0.643	113	0	0	0	14.2
575	21.22	49.42	21.67	12.2	1	705	264	3.72	268	484	3.08	0.211	50	0	1	0	0
654	15.23	65.21	13.71	6.7	2	441	98	2.91	158	346	3.09	0.341	98	0	20	0	2.7
562	20.27	45.39	27.51	10.3	1	1025	105	3.92	121	490	2.2	0.87	51	0	415	0	
553	18.22	43.85	30.19	3.3	12	660	37	6.68	292	593	5.78	0.423	25	0	0	0	34.1
245	3.17	2.2	52.96	5.1	2	592	29	0.91	33	107	0.57	0.243	70	0	24	0	7.8
567	25.8	49.24	16.13	8.5	18	705	92	4.58	168	376	3.27	0.64	240	0	0	0	0
573	17.73	49.67	23.45	11.8	11	468	975	14.55	351	629	7.75	0.791	97	0	9	0	0
584	20.78	51.46	20	8.6	9	645	78	5.05	325	660	5	1.48	227	0	50	0	0
446	18.55	19.4	53.75	18.4	2541	919	55	3.31	262	92	10.3	0.034	9	0	62	0	
534	18.29	42.16	28.88	27.3	30	813	255	5.73	392	642	4.34	1.644	87	0	0	0	4.3
490	15.62	30.75	43.85	37.7	19	160	631			948	3.49	0		0		0	
884	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4
884	0	100	0	0	2	1	1	0.56	0	0	0	0	0	0	0	0	60.2
884	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3
717	0.16	80.71	0.7	0	943	18	3	0.06	3	5	0	0.01	1	0.1	3571	0	93
717	0.85	81.11	0.06	0	11	24	24	0.02	2	24	0.09	0.005	3	0.17	2499	1.5	7
64	3.28	3.66	4.65	0	49	151	119	0.05	13	93	0.38	0.038	5	0.36	138	0	0
61	3.47	3.25	4.66	0	46	155	121	0.05	12	95	0.59	0.029	7	0.37	99	0.1	0.2
54	3.27	1.75	6.28	0.6	51	118	25	0.64	25	52	0.12	0.06	18	0	3	0	3
174	11.26	12.98	3.04	0	84	105	207	0.38	11	158	1.16	0.013	12	0.34	445	0.2	1.1
264	14.21	21.28	4.09	0	1116	62	493	0.65	19	337	2.88	0.154	32	1.69	422	0.4	1.8
356	24.94	27.44	2.22	0	819	121	700	0.24	29	546	3.9	0.03	21	1.54	563	0.5	2.3
340	24.41	25.98	1.88	0	753	65	700	0.23	13	500	3.5	0.061	20	2.1	1045	0	
392	35.75	25.83	3.22	0	1602	92	1184	0.82	44	694	2.75	0.039	7	1.2	781	0.5	1.7
300	19.8	24.26	0.46	0	842	187	388	0.33	20	347	2.38	0.028	62	1.3	820	0.4	2
334	20.75	27.68	0.45	0	629	152	184	0.5	20	188	2.38	0.07	65	1.65	592	0.5	2.3
369	21.54	30.64	2	0	1809	91	662	0.56	30	392	2.08	0.04	49	0.64	1047	0	
300	22.17	22	3.28	0	685	455	610	0.4	41	583	1.92	0.026	11	0.81	1457	0	1
323	21.92	24.14	4.5	0	1552	284	723	0.6	28	526	3.55	0.014	6	2.3	856	0	
135	2.94	12	4.26	0	41	129	104	0.07	10	95	0.5	0.035	11	0.3	372	0.2	0.6
257	3.2	22.22	12.49	0	130	147	101	0.05	11	89	0.37	0.037	3	0.29	685	0.4	1.9
143	12.57	9.94	0.78	0	140	134	53	1.83	12	191	1.11	0.069	47	1.29	487	1.2	0.3
132	18.73	5.71	0	0	65	339	14	1.2	22	202	3.36	0.558	0	0.91	0	0.6	0
161	20.13	8.3	0	0	63	373	10	2.18	22	196	4.66	0.09	6	3.57	0	0	0
114	21.23	2.59	0	0	116	370	5	0.37	26	210	0.58	0.064	4	0.2	30	0.1	0.2
135	18.28	5.95	0.94	0	74	271	11	2.4	19	203	1.9	0.36	25	0.4	79	0.1	2.8
161	22.75	7.13	0	0	87	420	13	2.57	24	312	2.34	0.129	31	0.49	40	0	0
120	21.77	2.86	0.24	0	70	296	14	1.45	25	195	2.37	0.072	9	0.43	0	0.4	2.7
136	20.05	5.55	0	0	41	330	13	1.57	19	213	1.57	0.1	8	7.16	0	0	
116	19.94	3.45	0	0	67	323	13	0.77	26	230	0.55	0.17	4	3	117	7.8	0.4
117	18.28	4.32	0	0	784	175	11	0.85	18	164	0.31	0.023	2	3.26	87	17.1	0.1
105	16.14	4.04	0	0	54	284	13	0.7	35	211	0.42	0.07	15	2.2	700	10.3	0.1
127	17.83	5.6	0	0	49	333	41	1.24	29	415	1.48	0.115	15	1.53	30	24.7	0.1
82	16.77	1.2	0	0	90	314	12	1.63	76	217	1.76	0.05	1	8.71	167	16.1	5
185	20.86	10.45	0.54	0.1	414	341	240	2.3	34	366	1.4	0.044	24	9	151	4.8	0.4
148	20.77	6.61	0	0	52	361	43	1.5	22	245	0.66	0.35	13	7.79	57	3.9	0.1
144	23.3	4.9	0	0			8	0.7	31	271	1.08	0.123	12		62	5.7	
158	17.96	9.04	0	0	90	327	57	1.1	32	236	0.99	0.092	10	13.67	93	4.2	0.1
143	22.32	6.42	1.5	0	91	221	22	0.6	20	402	1	40.3	80	10	299	12.1	0.2
88	16.78	0.76	2.36	0	161	322	24	0.29	56	219	0.95	0.012	16	1.53	50	0	0.1
106	20.31	1.73	0.91	0	148	185	52	2.41	37	205	1.11	0.028	3	1.16	180	0	0
90	18.8	0.9	0.5	0	296	275	48	0.31	27	144	3.02	0.006	9	0.93	70	0	0.1
407	22.58	33.72	1.6	0	2260	378	13	1.3	22	229	4.2	0.93	2	2.8	0	0	
195	27.8	8.32	0.3	0	2695	510	10	1.11	25	318	2.81	0.567	5	0.88	0	0.9	0
269	12.81	23.68	0.28	0.1	816	264	267	3.7	15	171	2.09	0.593	3	0.49	263	0	0
458	11.6	45.04	0.66	0	833	208	6	0.48	12	188	1.17	0.281	2	0.69	37	1.6	0
201	13.5	13.1	6.5	0	697	138	70	5.5	13	200	3.87		60	3.2	3300	0	
134	21.39	3.65	2.47	0	87	273	9	23.3	18	288	5.76	0.283	212	26	21650	0	0
119	16.92	4.83	0.73	0	71	230	8	8.99	19	297	2.67	0.305	588	16.58	11078	0	0
133	16.37	4.28	6.32	0	140	230	43	30.53	24	261	3.07	0.562	738	54	30998	0	0
143	10.86	10.3	1.05	0	126	274	43	2.55	13	362	1.02	0.092	3	9.51	147	0.2	0
224	14.9	16.09	3.68	0	69	315	6	2.95	16	133	2.87	0.125	7	3.79	0	0	0
902	0	100	0	0	23	125	36	0.39	7	84	0.67	0.189	0	0.92	81	1.7	0
812	2.92	88.69	0	0	11	65	2	0.18	2	38	0.37	0.084	1	0.18	15	3.1	0
598	7.79	42.63	45.9	10.9	20	715	73	11.9	228	308	3.31	0.034		0.28	39	0	7.3
546	4.88	31.28	61.17	7	24	559	56	8.02	146	206	2.01	0.025		0.23	50	0	8.1
162	4.84	4.59	25.3	0.2			169	0.06		0	0	0			437	0	
201	5.3	7.28	29.68	1	75		158	0.85		0	0	0			446	0	
228	19.6	13.7	57.9	33.2	21	1524	128	13.86	499	734	6.81	0.078		0	0	0	2.5
399	0	0	99.8		3	29	12	0.37	2	1	0.03	0				0	0
304	0.3	0	82.4	0.2	4	52	6	0.42	2	4	0.22	0.22	2	0	0	0	0
41	0	0	10.58	0	4	3	2	0.02	0	11	0.01	0	0	0	0	0	0
48	0	0	12.3	0	12	2	5	0.06	1	1	0.1	0	0	0	0	0	0
47	0.68	0.15	11.01	0.3	4	184	10	0.1	10	17	0.04	0.039	24	0	175	0	0.1
46	0.1	0.13	11.3	0.2	4	101	8	0.12	5	7	0.02	0.021	0	0	1	0	0
45	0.7	0.2	10.4	0.2	1	200	11	0.2	11	17	0.05	0.09	30	0	200	0	0.1
469	12.49	21.52	60.49	4.5	195	187	33	4.53	218	607	4.32	0.424	65	0.04	2	0	
43	0.46	0	3.55	0	4	27	4	0.02	6	14	0.01	0.005	6	0.02	0	0	0
83	0.07	0	2.6	0			0			0	0.12	0.005				0	0
82	0.07	0	2.6	0	5	71	9	0.27	10	18	0.09		1	0	0	0	0.4
2	0.12	0.18	0	0	14	115	2	0.13	80	7	0.35	0.008	1	0	0	0	0.1
